"","A","B"
"23817","MAR00820","ST3GAL5"
"23818","MAR00821","HEXB"
"31945","MAR00821","HEXD"
"41283","MAR00821","HEXA"
"23819","MAR00822","ST8SIA5"
"23820","MAR00823","ST6GALNAC5"
"31946","MAR00823","ST6GALNAC4"
"41284","MAR00823","ST6GALNAC6"
"5980","MAR00823","ST6GALNAC3"
"23821","MAR00824","ST3GAL5"
"23822","MAR00825","NEU2"
"31947","MAR00825","NEU3"
"41285","MAR00825","NEU4"
"5981","MAR00825","NEU1"
"23823","MAR00827","B4GALNT1"
"23824","MAR00828","HEXB"
"31948","MAR00828","HEXD"
"41286","MAR00828","HEXA"
"23825","MAR00829","B3GALT4"
"23827","MAR00837","ST3GAL1"
"31949","MAR00837","ST3GAL4"
"41287","MAR00837","ST3GAL2"
"23828","MAR00838","NEU2"
"31950","MAR00838","NEU3"
"41288","MAR00838","NEU4"
"5982","MAR00838","NEU1"
"23829","MAR00839","ST8SIA5"
"23830","MAR00840","ST6GALNAC6"
"23831","MAR00841","ST8SIA1"
"23832","MAR00842","B4GALNT1"
"23833","MAR00843","B3GALT4"
"23834","MAR00844","ST3GAL1"
"31951","MAR00844","ST3GAL4"
"41289","MAR00844","ST3GAL2"
"23835","MAR00845","NEU2"
"31952","MAR00845","NEU3"
"41290","MAR00845","NEU4"
"5983","MAR00845","NEU1"
"23836","MAR00846","ST8SIA5"
"23837","MAR00847","NEU2"
"31953","MAR00847","NEU3"
"41291","MAR00847","NEU4"
"5984","MAR00847","NEU1"
"23838","MAR00848","ST6GALNAC6"
"23839","MAR00849","ST6GALNAC2"
"31954","MAR00849","ST3GAL5"
"23840","MAR00850","NEU2"
"31955","MAR00850","NEU3"
"41292","MAR00850","NEU4"
"5985","MAR00850","NEU1"
"23841","MAR00851","ST8SIA1"
"23842","MAR00852","ST8SIA1"
"23843","MAR00853","ST8SIA1"
"23844","MAR00854","ST8SIA1"
"23845","MAR00855","ST8SIA5"
"31956","MAR00855","ST8SIA1"
"23846","MAR00856","B4GALNT1"
"23847","MAR00857","B3GALT4"
"23848","MAR00858","ST6GALNAC2"
"23849","MAR00928","GAL3ST1"
"23850","MAR00801","A4GALT"
"23851","MAR00803","GLA"
"23852","MAR00805","B3GALNT1"
"23853","MAR00806","B3GALNT1"
"23854","MAR00807","HEXB"
"31957","MAR00807","HEXD"
"41293","MAR00807","HEXA"
"23855","MAR00809","B3GALT5"
"23856","MAR00810","GBGT1"
"23857","MAR00811","NAGA"
"23858","MAR00812","ST3GAL1"
"31958","MAR00812","ST3GAL4"
"41294","MAR00812","ST3GAL2"
"23859","MAR00813","FUT1"
"31959","MAR00813","FUT2"
"23860","MAR00814","ST8SIA1"
"23861","MAR00859","B3GNT5"
"23862","MAR00860","B3GALT2"
"31960","MAR00860","B3GALT1"
"41295","MAR00860","B3GALT5"
"23863","MAR00861","ST3GAL4"
"31961","MAR00861","ST3GAL3"
"23864","MAR00862","FUT5"
"31962","MAR00862","FUT6"
"41296","MAR00862","FUT3"
"23865","MAR00863","FUT5"
"31963","MAR00863","FUT6"
"41297","MAR00863","FUT3"
"23866","MAR00864","FUT1"
"31964","MAR00864","FUT2"
"23867","MAR00865","GBGT1"
"23868","MAR00866","FUT1"
"31965","MAR00866","FUT2"
"23869","MAR00867","ABO"
"23870","MAR00868","ABO"
"23871","MAR00870","FUT5"
"31966","MAR00870","FUT6"
"41298","MAR00870","FUT3"
"23872","MAR00871","FUT5"
"31967","MAR00871","FUT6"
"41299","MAR00871","FUT3"
"23873","MAR00873","FUT5"
"31968","MAR00873","FUT6"
"41300","MAR00873","FUT3"
"23874","MAR00875","B4GALT1"
"31969","MAR00875","B4GALT2"
"41301","MAR00875","B4GALT4"
"5986","MAR00875","B4GALT3"
"23875","MAR00876","ST3GAL6"
"23876","MAR00877","ST8SIA1"
"23877","MAR00878","FUT9"
"31970","MAR00878","FUT7"
"41302","MAR00878","FUT4"
"23878","MAR00879","GBGT1"
"23879","MAR00880","FUT1"
"31971","MAR00880","FUT2"
"23880","MAR00881","ABO"
"23881","MAR00882","FUT9"
"31972","MAR00882","FUT7"
"41303","MAR00882","FUT4"
"23882","MAR00883","FUT1"
"31973","MAR00883","FUT2"
"23883","MAR00884","ABO"
"23885","MAR00886","FUT1"
"31974","MAR00886","FUT2"
"23886","MAR00887","ABO"
"23887","MAR00888","FUT5"
"31975","MAR00888","FUT6"
"41304","MAR00888","FUT3"
"5987","MAR00888","FUT9"
"6766","MAR00888","FUT4"
"23888","MAR00889","B3GNT2"
"31976","MAR00889","B4GAT1"
"41305","MAR00889","B3GNT4"
"5988","MAR00889","B3GNT3"
"23889","MAR00890","B4GALT1"
"31977","MAR00890","B4GALT2"
"41306","MAR00890","B4GALT4"
"5989","MAR00890","B4GALT3"
"23890","MAR00891","B3GNT2"
"31978","MAR00891","B4GAT1"
"41307","MAR00891","B3GNT4"
"5990","MAR00891","B3GNT3"
"23891","MAR00892","B3GNT3"
"23892","MAR00893","FUT5"
"31979","MAR00893","FUT6"
"41308","MAR00893","FUT3"
"5991","MAR00893","FUT9"
"6767","MAR00893","FUT4"
"23893","MAR00894","FUT5"
"31980","MAR00894","FUT6"
"41309","MAR00894","FUT3"
"5992","MAR00894","FUT9"
"6768","MAR00894","FUT4"
"23894","MAR00895","FUT5"
"31981","MAR00895","FUT6"
"41310","MAR00895","FUT3"
"5993","MAR00895","FUT9"
"6769","MAR00895","FUT4"
"23895","MAR00896","FUT5"
"31982","MAR00896","FUT6"
"41311","MAR00896","FUT3"
"5994","MAR00896","FUT9"
"6770","MAR00896","FUT4"
"23896","MAR00897","FUT5"
"31983","MAR00897","FUT6"
"41312","MAR00897","FUT3"
"5995","MAR00897","FUT9"
"6771","MAR00897","FUT4"
"23897","MAR00898","FUT1"
"31984","MAR00898","FUT2"
"23898","MAR00899","FUT5"
"31985","MAR00899","FUT6"
"41313","MAR00899","FUT3"
"5996","MAR00899","FUT9"
"6772","MAR00899","FUT4"
"23899","MAR00900","FUT5"
"31986","MAR00900","FUT6"
"41314","MAR00900","FUT3"
"5997","MAR00900","FUT9"
"6773","MAR00900","FUT4"
"23900","MAR00901","ABO"
"23901","MAR00902","ABO"
"23903","MAR00904","FUT1"
"31987","MAR00904","FUT2"
"23904","MAR00905","ABO"
"23905","MAR00906","GCNT2"
"23907","MAR00908","FUT1"
"31988","MAR00908","FUT2"
"23908","MAR00909","FUT1"
"31989","MAR00909","FUT2"
"23909","MAR00910","ST3GAL6"
"23910","MAR00911","FUT5"
"31990","MAR00911","FUT6"
"41315","MAR00911","FUT3"
"5998","MAR00911","FUT9"
"6774","MAR00911","FUT4"
"23912","MAR00787","GBA"
"31991","MAR00787","SAPCD1"
"23913","MAR00790","ARSD"
"31992","MAR00790","ARSA"
"41316","MAR00790","ARSL"
"23914","MAR00792","GAL3ST1"
"23915","MAR00793","GALC"
"23916","MAR00794","STS"
"23917","MAR00797","SMPD3"
"31993","MAR00797","SMPD2"
"41317","MAR00797","SMPD4"
"5999","MAR00797","SMPD1"
"6775","MAR00797","ENPP7"
"23918","MAR00804","HEXB"
"31994","MAR00804","HEXD"
"41318","MAR00804","HEXA"
"23919","MAR00808","HEXB"
"31995","MAR00808","HEXD"
"41319","MAR00808","HEXA"
"23920","MAR00826","NEU2"
"31996","MAR00826","NEU3"
"41320","MAR00826","NEU4"
"51000","MAR00826","NEU1"
"23922","MAR00834","NEU2"
"31997","MAR00834","TICRR"
"41321","MAR00834","NEU3"
"51001","MAR00834","NEU4"
"6776","MAR00834","NEU1"
"23923","MAR00835","GM2A"
"23924","MAR00836","HEXB"
"31998","MAR00836","HEXD"
"41322","MAR00836","HEXA"
"23925","MAR00914","GALC"
"23926","MAR00915","GAL3ST1"
"23927","MAR00919","UGT8"
"23928","MAR00920","UGT8"
"23929","MAR00921","UGT8"
"23930","MAR00924","GLT8D1"
"31999","MAR00924","B4GALT7"
"41323","MAR00924","PIGV"
"51002","MAR00924","PIGB"
"6777","MAR00924","POMGNT1"
"7596","MAR00924","B4GALT1"
"8479","MAR00924","UGGT2"
"9432","MAR00924","GALNTL5"
"10401","MAR00924","GALNT7"
"11236","MAR00924","B4GALT2"
"12230","MAR00924","A4GNT"
"13182","MAR00924","B4GALT6"
"14180","MAR00924","PIGZ"
"15177","MAR00924","GLT8D2"
"16172","MAR00924","B4GALT4"
"17163","MAR00924","GCNT7"
"18163","MAR00924","STT3A"
"19161","MAR00924","UGGT1"
"20145","MAR00924","B4GALNT3"
"211072","MAR00924","PIGM"
"221042","MAR00924","OGT"
"23931","MAR00924","GBGT1"
"24175","MAR00924","B3GNT7"
"25172","MAR00924","B4GALT5"
"26162","MAR00924","B4GALT3"
"27161","MAR00924","B3GALT2"
"28157","MAR00924","B3GALNT2"
"29157","MAR00924","POGLUT1"
"3035","MAR00924","STT3B"
"311000","MAR00924","B4GALNT2"
"32105","MAR00924","MGAT5B"
"33105","MAR00924","B3GNT2"
"34103","MAR00924","B3GALT1"
"35103","MAR00924","FUT9"
"36103","MAR00924","FUT10"
"37103","MAR00924","B3GNTL1"
"38103","MAR00924","B3GNT4"
"39103","MAR00924","B3GNT5"
"405","MAR00924","B3GNT8"
"41324","MAR00924","B3GNT3"
"42103","MAR00924","FUT7"
"43103","MAR00924","B4GALNT4"
"44103","MAR00924","B3GALT5"
"45103","MAR00924","B3GLCT"
"46103","MAR00924","ALG1L"
"47101","MAR00924","FUT4"
"48101","MAR00924","FUT11"
"49101","MAR00924","B3GNT6"
"505","MAR00924","GLT6D1"
"51103","MAR00924","MGAT4D"
"52103","MAR00924","B3GNT9"
"53103","MAR00924","ALG1L2"
"23932","MAR00925","GLT8D1"
"32000","MAR00925","B4GALT7"
"41325","MAR00925","PIGV"
"51003","MAR00925","PIGB"
"6778","MAR00925","POMGNT1"
"7597","MAR00925","B4GALT1"
"8480","MAR00925","UGGT2"
"9433","MAR00925","GALNTL5"
"10402","MAR00925","GALNT7"
"11237","MAR00925","B4GALT2"
"12231","MAR00925","A4GNT"
"13183","MAR00925","B4GALT6"
"14181","MAR00925","PIGZ"
"15178","MAR00925","GLT8D2"
"16173","MAR00925","B4GALT4"
"17164","MAR00925","GCNT7"
"18164","MAR00925","STT3A"
"19162","MAR00925","UGGT1"
"20146","MAR00925","B4GALNT3"
"211073","MAR00925","PIGM"
"221043","MAR00925","OGT"
"23933","MAR00925","GBGT1"
"24176","MAR00925","B3GNT7"
"25173","MAR00925","B4GALT5"
"26163","MAR00925","B4GALT3"
"27162","MAR00925","B3GALT2"
"28158","MAR00925","B3GALNT2"
"29158","MAR00925","POGLUT1"
"3036","MAR00925","STT3B"
"311001","MAR00925","B4GALNT2"
"32106","MAR00925","MGAT5B"
"33106","MAR00925","B3GNT2"
"34104","MAR00925","B3GALT1"
"35104","MAR00925","FUT9"
"36104","MAR00925","FUT10"
"37104","MAR00925","B3GNTL1"
"38104","MAR00925","B3GNT4"
"39104","MAR00925","B3GNT5"
"406","MAR00925","B3GNT8"
"41326","MAR00925","B3GNT3"
"42104","MAR00925","FUT7"
"43104","MAR00925","B4GALNT4"
"44104","MAR00925","B3GALT5"
"45104","MAR00925","B3GLCT"
"46104","MAR00925","ALG1L"
"47102","MAR00925","FUT4"
"48102","MAR00925","FUT11"
"49102","MAR00925","B3GNT6"
"506","MAR00925","GLT6D1"
"51104","MAR00925","MGAT4D"
"52104","MAR00925","B3GNT9"
"53104","MAR00925","ALG1L2"
"23934","MAR00926","GLT8D1"
"32001","MAR00926","B4GALT7"
"41327","MAR00926","PIGV"
"51004","MAR00926","PIGB"
"6779","MAR00926","POMGNT1"
"7598","MAR00926","B4GALT1"
"8481","MAR00926","UGGT2"
"9434","MAR00926","GALNTL5"
"10403","MAR00926","GALNT7"
"11238","MAR00926","B4GALT2"
"12232","MAR00926","A4GNT"
"13184","MAR00926","B4GALT6"
"14182","MAR00926","PIGZ"
"15179","MAR00926","GLT8D2"
"16174","MAR00926","B4GALT4"
"17165","MAR00926","GCNT7"
"18165","MAR00926","STT3A"
"19163","MAR00926","UGGT1"
"20147","MAR00926","B4GALNT3"
"211074","MAR00926","PIGM"
"221044","MAR00926","OGT"
"23935","MAR00926","GBGT1"
"24177","MAR00926","B3GNT7"
"25174","MAR00926","B4GALT5"
"26164","MAR00926","B4GALT3"
"27163","MAR00926","B3GALT2"
"28159","MAR00926","B3GALNT2"
"29159","MAR00926","POGLUT1"
"3037","MAR00926","STT3B"
"311002","MAR00926","B4GALNT2"
"32107","MAR00926","MGAT5B"
"33107","MAR00926","B3GNT2"
"34105","MAR00926","B3GALT1"
"35105","MAR00926","FUT9"
"36105","MAR00926","FUT10"
"37105","MAR00926","B3GNTL1"
"38105","MAR00926","B3GNT4"
"39105","MAR00926","B3GNT5"
"407","MAR00926","B3GNT8"
"41328","MAR00926","B3GNT3"
"42105","MAR00926","FUT7"
"43105","MAR00926","B4GALNT4"
"44105","MAR00926","B3GALT5"
"45105","MAR00926","B3GLCT"
"46105","MAR00926","ALG1L"
"47103","MAR00926","FUT4"
"48103","MAR00926","FUT11"
"49103","MAR00926","B3GNT6"
"507","MAR00926","GLT6D1"
"51105","MAR00926","MGAT4D"
"52105","MAR00926","B3GNT9"
"53105","MAR00926","ALG1L2"
"23936","MAR07188","GPLD1"
"23937","MAR08378","POMT2"
"32002","MAR08378","POMT1"
"32003","MAR08379","HERC3"
"41329","MAR08379","PYURF"
"51005","MAR08379","PIGP"
"6780","MAR08379","PIGY"
"32004","MAR07185","HERC3"
"41330","MAR07185","PYURF"
"51006","MAR07185","PIGP"
"6781","MAR07185","PIGY"
"23940","MAR08380","PIGL"
"23941","MAR07186","PIGL"
"23942","MAR08381","PIGW"
"23943","MAR07187","PIGW"
"23945","MAR08384","PIGV"
"23946","MAR08385","PIGB"
"23947","MAR08387","PIGV"
"23948","MAR08388","PIGB"
"23949","MAR08389","PIGZ"
"23950","MAR08390","PIGZ"
"23951","MAR08391","PIGN"
"23952","MAR08392","PIGN"
"23953","MAR08393","PIGF"
"32005","MAR08393","PIGO"
"41331","MAR08393","PIGG"
"23954","MAR08394","PIGN"
"23955","MAR08395","PIGF"
"32006","MAR08395","PIGG"
"23956","MAR08396","PIGF"
"32007","MAR08396","PIGO"
"41332","MAR08396","PIGG"
"23957","MAR08397","PIGN"
"23958","MAR08398","PIGF"
"32008","MAR08398","PIGG"
"23959","MAR08399","PIGN"
"23960","MAR08401","PIGF"
"32009","MAR08401","PIGO"
"41333","MAR08401","PIGG"
"23962","MAR08403","PGAP1"
"23964","MAR08405","PGAP1"
"23967","MAR01979","HSD3B1"
"32010","MAR01979","HSD3B2"
"23968","MAR01980","HSD3B1"
"32011","MAR01980","HSD3B2"
"23969","MAR01981","CYP17A1"
"23970","MAR01985","CYP17A1"
"32012","MAR01985","BCO2"
"23971","MAR01987","CYP17A1"
"32013","MAR01987","BCO2"
"23972","MAR01988","CYP21A2"
"23973","MAR01995","CYP11B1"
"32014","MAR01995","CYP11B2"
"23974","MAR01996","HSD11B1"
"23975","MAR01999","CYP17A1"
"32015","MAR01999","CYP11B1"
"41334","MAR01999","CYP11B2"
"51007","MAR01999","BCO2"
"23976","MAR02000","CYP17A1"
"32016","MAR02000","CYP11B1"
"41335","MAR02000","CYP11B2"
"51008","MAR02000","BCO2"
"23977","MAR02001","CYP17A1"
"32017","MAR02001","CYP11B1"
"41336","MAR02001","CYP11B2"
"51009","MAR02001","BCO2"
"23978","MAR01305","PTGS2"
"32018","MAR01305","PTGS1"
"23979","MAR01307","PTGS2"
"32019","MAR01307","PTGS1"
"23980","MAR01308","PTGIS"
"23982","MAR01312","PTGES3"
"32020","MAR01312","PTGES2"
"41337","MAR01312","PTGES"
"23983","MAR01313","TBXAS1"
"23989","MAR01321","RPP14"
"32021","MAR01321","SCARF2"
"23993","MAR01325","AKR1C3"
"23994","MAR01326","AKR1C3"
"23995","MAR01327","DHRS4"
"32022","MAR01327","CBR1"
"41338","MAR01327","CBR3"
"51010","MAR01327","AKR1C3"
"23997","MAR01329","AKR1C3"
"23998","MAR01330","PTGDS"
"32023","MAR01330","HPGDS"
"24006","MAR01339","TBXAS1"
"24010","MAR01344","HPGD"
"24012","MAR01346","FAAH"
"24013","MAR01347","FAAH"
"24014","MAR01350","PTGS2"
"32024","MAR01350","PTGS1"
"24015","MAR01352","PLPP1"
"32025","MAR01352","LPIN2"
"41339","MAR01352","PLPPR2"
"51011","MAR01352","PLPPR4"
"6782","MAR01352","PLPPR3"
"7599","MAR01352","LPIN3"
"8482","MAR01352","LPIN1"
"9435","MAR01352","PLPP2"
"10404","MAR01352","PLPP5"
"11239","MAR01352","PLPP3"
"12233","MAR01352","PLPP4"
"24028","MAR01367","MGST1"
"32026","MAR01367","GSTO2"
"41340","MAR01367","GSTP1"
"51012","MAR01367","MGST2"
"6783","MAR01367","GSTT2"
"7600","MAR01367","GSTZ1"
"8483","MAR01367","GSTT2B"
"9436","MAR01367","GSTM1"
"10405","MAR01367","GSTM5"
"11240","MAR01367","GSTM3"
"12234","MAR01367","MGST3"
"13185","MAR01367","PTGES"
"14183","MAR01367","GSTO1"
"15180","MAR01367","HPGDS"
"16175","MAR01367","GSTM4"
"17166","MAR01367","GSTA4"
"18166","MAR01367","GSTA3"
"19164","MAR01367","GSTA5"
"20148","MAR01367","AKR1C3"
"211075","MAR01367","GSTK1"
"221045","MAR01367","GSTM2"
"231000","MAR01367","GSTA1"
"24178","MAR01367","GSTA2"
"24029","MAR01370","MGST1"
"32027","MAR01370","GSTO2"
"41341","MAR01370","GSTP1"
"51013","MAR01370","MGST2"
"6784","MAR01370","GSTT2"
"7601","MAR01370","GSTZ1"
"8484","MAR01370","GSTT2B"
"9437","MAR01370","GSTM1"
"10406","MAR01370","GSTM5"
"11241","MAR01370","GSTM3"
"12235","MAR01370","MGST3"
"13186","MAR01370","PTGES"
"14184","MAR01370","GSTO1"
"15181","MAR01370","HPGDS"
"16176","MAR01370","GSTM4"
"17167","MAR01370","GSTA4"
"18167","MAR01370","GSTA3"
"19165","MAR01370","GSTA5"
"20149","MAR01370","GSTK1"
"211076","MAR01370","GSTM2"
"221046","MAR01370","GSTA1"
"231001","MAR01370","GSTA2"
"24034","MAR01379","MGST1"
"32028","MAR01379","GSTO2"
"41342","MAR01379","GSTP1"
"51014","MAR01379","MGST2"
"6785","MAR01379","GSTT2"
"7602","MAR01379","GSTZ1"
"8485","MAR01379","GSTT2B"
"9438","MAR01379","GSTM1"
"10407","MAR01379","GSTM5"
"11242","MAR01379","GSTM3"
"12236","MAR01379","MGST3"
"13187","MAR01379","PTGES"
"14185","MAR01379","GSTO1"
"15182","MAR01379","HPGDS"
"16177","MAR01379","GSTM4"
"17168","MAR01379","GSTA4"
"18168","MAR01379","GSTA3"
"19166","MAR01379","GSTA5"
"20150","MAR01379","GSTK1"
"211077","MAR01379","GSTM2"
"221047","MAR01379","GSTA1"
"231002","MAR01379","GSTA2"
"24035","MAR01382","AKR1C3"
"24037","MAR01384","MGST1"
"32029","MAR01384","GSTO2"
"41343","MAR01384","GSTP1"
"51015","MAR01384","MGST2"
"6786","MAR01384","GSTT2"
"7603","MAR01384","GSTZ1"
"8486","MAR01384","GSTT2B"
"9439","MAR01384","GSTM1"
"10408","MAR01384","GSTM5"
"11243","MAR01384","GSTM3"
"12237","MAR01384","MGST3"
"13188","MAR01384","PTGES"
"14186","MAR01384","GSTO1"
"15183","MAR01384","HPGDS"
"16178","MAR01384","GSTM4"
"17169","MAR01384","GSTA4"
"18169","MAR01384","GSTA3"
"19167","MAR01384","GSTA5"
"20151","MAR01384","GSTK1"
"211078","MAR01384","GSTM2"
"221048","MAR01384","GSTA1"
"231003","MAR01384","GSTA2"
"24038","MAR01387","AKR1C3"
"24039","MAR01388","ALOX15"
"32030","MAR01388","ALOX15B"
"24041","MAR01390","PTGS2"
"32031","MAR01390","PTGS1"
"24042","MAR01391","PTGS2"
"32032","MAR01391","PTGS1"
"24043","MAR01393","PTGS2"
"32033","MAR01393","PTGS1"
"24044","MAR01394","PTGES3"
"32034","MAR01394","PTGES2"
"41344","MAR01394","PTGES"
"24045","MAR01395","RPP14"
"32035","MAR01395","SCARF2"
"24046","MAR01398","MGST1"
"32036","MAR01398","GSTO2"
"41345","MAR01398","GSTP1"
"51016","MAR01398","MGST2"
"6787","MAR01398","GSTT2"
"7604","MAR01398","GSTZ1"
"8487","MAR01398","GSTT2B"
"9440","MAR01398","GSTM1"
"10409","MAR01398","GSTM5"
"11244","MAR01398","GSTM3"
"12238","MAR01398","MGST3"
"13189","MAR01398","PTGES"
"14187","MAR01398","GSTO1"
"15184","MAR01398","HPGDS"
"16179","MAR01398","GSTM4"
"17170","MAR01398","GSTA4"
"18170","MAR01398","GSTA3"
"19168","MAR01398","GSTA5"
"20152","MAR01398","GSTK1"
"211079","MAR01398","GSTM2"
"221049","MAR01398","GSTA1"
"231004","MAR01398","GSTA2"
"24049","MAR00703","FAR2"
"32037","MAR00703","FAR1"
"24050","MAR00705","GNPAT"
"24051","MAR00706","GNPAT"
"24052","MAR00708","GNPAT"
"24053","MAR07598","PLPP1"
"32038","MAR07598","LPIN2"
"41346","MAR07598","PLPPR2"
"51017","MAR07598","PLPPR4"
"6788","MAR07598","PLPPR3"
"7605","MAR07598","LPIN3"
"8488","MAR07598","LPIN1"
"9441","MAR07598","PLPP2"
"10410","MAR07598","PLPP5"
"11245","MAR07598","PLPP3"
"12239","MAR07598","PLPP4"
"24054","MAR07600","CHPT1"
"32039","MAR07600","CEPT1"
"24055","MAR07602","LPCAT2"
"32040","MAR07602","LPCAT3"
"41347","MAR07602","LPCAT1"
"51018","MAR07602","LPCAT4"
"24056","MAR07603","PLA2G10"
"32041","MAR07603","PLA2G3"
"41348","MAR07603","PLA2G4C"
"51019","MAR07603","PLA2G4A"
"6789","MAR07603","PLA2G2D"
"7606","MAR07603","PLA2G12A"
"8489","MAR07603","PLA2G5"
"9442","MAR07603","PLA2G12B"
"10411","MAR07603","PLA2G2F"
"11246","MAR07603","PLA2G4D"
"12240","MAR07603","PLB1"
"13190","MAR07603","PLA2G4F"
"14188","MAR07603","JMJD7-PLA2G4B"
"15185","MAR07603","PLA2G1B"
"16180","MAR07603","PLAAT3"
"17171","MAR07603","PLA2G6"
"18171","MAR07603","PLA2G2C"
"19169","MAR07603","PLA2G4E"
"20153","MAR07603","PLA2G2A"
"211080","MAR07603","PLA2G2E"
"221050","MAR07603","PLA2G4B"
"24057","MAR07604","CEPT1"
"32042","MAR07604","SELENOI"
"24058","MAR07605","PLD1"
"32043","MAR07605","PLD3"
"41349","MAR07605","PLD2"
"51020","MAR07605","PLD4"
"24059","MAR07606","ENPP6"
"24060","MAR07607","ENPP2"
"24061","MAR07610","CHPT1"
"32044","MAR07610","CEPT1"
"24062","MAR07614","LPCAT2"
"32045","MAR07614","LPCAT3"
"41350","MAR07614","LPCAT1"
"51021","MAR07614","LPCAT4"
"24063","MAR07615","PLA2G10"
"32046","MAR07615","PLA2G3"
"41351","MAR07615","PLA2G4C"
"51022","MAR07615","PLA2G4A"
"6790","MAR07615","PLA2G2D"
"7607","MAR07615","PLA2G12A"
"8490","MAR07615","PLA2G5"
"9443","MAR07615","PLA2G12B"
"10412","MAR07615","PLA2G2F"
"11247","MAR07615","PLA2G4D"
"12241","MAR07615","PLB1"
"13191","MAR07615","PLA2G4F"
"14189","MAR07615","JMJD7-PLA2G4B"
"15186","MAR07615","PLA2G1B"
"16181","MAR07615","PLAAT3"
"17172","MAR07615","PLA2G6"
"18172","MAR07615","PLA2G2C"
"19170","MAR07615","PLA2G4E"
"20154","MAR07615","PLA2G2A"
"211081","MAR07615","PLA2G2E"
"221051","MAR07615","PLA2G4B"
"32047","MAR00024","RORA"
"41352","MAR00024","SMARCD3"
"51023","MAR00024","NCOA1"
"6791","MAR00024","FHL2"
"7608","MAR00024","MED1"
"8491","MAR00024","NR1D1"
"9444","MAR00024","SIN3B"
"10413","MAR00024","HELZ2"
"11248","MAR00024","GRHL1"
"12242","MAR00024","TGS1"
"13192","MAR00024","CARM1"
"14190","MAR00024","ANKRD1"
"15187","MAR00024","FABP1"
"16182","MAR00024","CHD9"
"17173","MAR00024","RXRA"
"18173","MAR00024","PPARA"
"19171","MAR00024","NCOA6"
"24065","MAR00025","ME1"
"32048","MAR00025","TRIB3"
"41353","MAR00025","SULT2A1"
"51024","MAR00025","HMGCS1"
"6792","MAR00025","G0S2"
"7609","MAR00025","SLC27A1"
"8492","MAR00025","GLIPR1"
"9445","MAR00025","RGL1"
"10414","MAR00025","TNFRSF21"
"11249","MAR00025","TIAM2"
"12243","MAR00025","PLIN2"
"13193","MAR00025","NPAS2"
"14191","MAR00025","TXNRD1"
"24066","MAR00026","FDFT1"
"32049","MAR00026","HMGCR"
"41354","MAR00026","CYP1A1"
"51025","MAR00026","FADS1"
"6793","MAR00026","CYP7A1"
"7612","MAR00026","CYP4A11"
"8493","MAR00026","UGT1A9"
"24067","MAR00027","ALAS1"
"32050","MAR00027","CPT1A"
"41355","MAR00027","ACADM"
"51026","MAR00027","HMGCS2"
"6794","MAR00027","ACSL1"
"7613","MAR00027","CPT2"
"24068","MAR00028","ACOX1"
"32051","MAR00028","PEX11A"
"24069","MAR00029","ABCB4"
"32052","MAR00029","APOA5"
"41356","MAR00029","APOA1"
"51027","MAR00029","CCN2"
"6795","MAR00029","CD36"
"7614","MAR00029","AGT"
"8494","MAR00029","APOA2"
"9446","MAR00029","ABCA1"
"10415","MAR00029","ANGPTL4"
"24070","MAR00030","PDK4"
"32053","MAR00030","ABCB4"
"41357","MAR00030","FAS"
"51028","MAR00030","SREBF1"
"6796","MAR00030","SCD"
"7615","MAR00030","PLTP"
"8495","MAR00030","SULT2A1"
"9447","MAR00030","CBX1"
"10416","MAR00030","CPT1A"
"11250","MAR00030","APOA5"
"12244","MAR00030","EHHADH"
"13194","MAR00030","ACADM"
"14192","MAR00030","APOA1"
"15188","MAR00030","SLC27A1"
"16183","MAR00030","HMGCS2"
"17174","MAR00030","FADS2"
"18174","MAR00030","CD36"
"19172","MAR00030","MTTP"
"20155","MAR00030","PLIN2"
"211082","MAR00030","FADS1"
"221052","MAR00030","ACSL1"
"231005","MAR00030","UGT2B4"
"24179","MAR00030","CPT2"
"25175","MAR00030","APOA2"
"26165","MAR00030","ACOX1"
"27164","MAR00030","FABP1"
"28160","MAR00030","ABCA1"
"29160","MAR00030","PLIN1"
"3038","MAR00030","PEX11A"
"311003","MAR00030","SLC27A4"
"32108","MAR00030","GPD1"
"33108","MAR00030","ANGPTL4"
"34106","MAR00030","FASN"
"35106","MAR00030","LPL"
"36106","MAR00030","CIDEA"
"37106","MAR00030","PNPLA2"
"38106","MAR00030","DGAT1"
"39106","MAR00030","PDIA2"
"408","MAR00030","CYP4A11"
"41358","MAR00030","ACACA"
"24071","MAR07200","XYLT2"
"32054","MAR07200","XYLT1"
"24072","MAR07202","B4GALT7"
"24073","MAR07203","B3GALT6"
"24074","MAR07205","B3GAT1"
"32055","MAR07205","B3GAT2"
"41359","MAR07205","B3GAT3"
"24075","MAR07206","CSGALNACT1"
"32056","MAR07206","CSGALNACT2"
"24076","MAR07207","EXTL3"
"32057","MAR07207","EXTL2"
"32058","MAR07209","EXTL3"
"41360","MAR07209","EXTL1"
"32059","MAR07211","EXTL3"
"41361","MAR07211","EXTL1"
"32060","MAR07213","EXTL3"
"41362","MAR07213","EXTL1"
"32061","MAR07215","EXTL3"
"41363","MAR07215","EXTL1"
"24085","MAR07216","NDST1"
"32062","MAR07216","NDST4"
"41364","MAR07216","NDST3"
"51029","MAR07216","NDST2"
"24086","MAR07217","GLCE"
"24087","MAR07218","HS2ST1"
"24088","MAR07219","HS6ST1"
"32063","MAR07219","HS6ST2"
